Platform,Month,url,טקסט,Author,topic,likes,comments,shares,"interactions",views
לינקדאין,Oct-21,https://www.linkedin.com/posts/gilly-rapoport-98b43992_%D7%94%D7%9E%D7%94%D7%A4%D7%9B%D7%94-%D7%AA%D7%A6%D7%90-%D7%9E%D7%97%D7%99%D7%A4%D7%94-%D7%90%D7%99%D7%A0%D7%98%D7%9C-%D7%9E%D7%A9%D7%99%D7%A7%D7%94-%D7%93%D7%95%D7%A8-%D7%97%D7%93%D7%A9-%D7%A9%D7%9C-activity-6859169737297932288-Nh39,"מכירים את זה שחסר חלב בסופר? ואז פתאום לא ממש אכפת לכם אם יש לכם את ה 2% חלב של בוקר מופחת לקטוז לאלרגנים וקונים גלון בשקית של ה 3% שהוא רבע שעה מפג תוקף נו אתם יודעים שבוע שעבר אז יש ממש מחסור בציפים זה משפיע .. ובכן... על יותר מהחלב לקפה (אם כי לא בטוחה אם יותר חשוב- אתם לא רוצים להיות לידי בלי הקפה) תעשיית הרכב, הרפואה, המחשבים לכל דבר וכן, גם פליישטיישן חמש. אז התעשייה שמתמודדדת עם המשבר ובונה מפעלים בטירוף ממקסמת ייצור בכל מקום בתוך כל זה היא יכלה להתחייב על איזה ציפ 3% בשקית רבע שעה מפג תוקף אבל לא אינטל אינטל מגישה לכם חלב חופש מטוייב ומשופר בתוך כל המחסור הזה היא לא מתפשרת על הייצור הכי זול שלה והכי פשוט שלה רק כדי לסגור את הפער עד יתחילו המפעלים לייצר במלוא הכח אלדר לייק שזה אגם מקסים באמריקה (חפשו פוסט אחר שלי עם תמונה של האגם) הוא השמנת במחסור החלב הרולסרויס במחסור המכוניות שרי תמר שמחסור העגבניות הבנתם את הקטע וכל הפרטים הטכניים שיקשו עלי את הייצור אני פחות בתחום אבל היי צירפתי לכם לינק שאפו לחברים שלי שעבדו על זה חתיכת אתגר פיצחתם ועכשיו הקוף עלינו, ארגון הייצור,  לייצר מלא כאלו מה אתם אומרים? איך קופים עם חלב?",Gilly Rapoport,טכנולוגי,51,5,,"56",
לינקדאין,Oct-21,https://www.linkedin.com/posts/gilly-rapoport-98b43992_myintelstory-iamintel-mvprelease-activity-6858664021676056576-8sjI,1 week ago נולד לי תינוק חדש עבדתי עליו פחות מתשעה חודשים אבל תינוק מערכת חמודה בניגוד לתינוקות שלי היא לא נולדה מושלמת אבל בדומה להם היא הדירה שינה מעיני עכשיו היא בחוץ פתוחה למשתמשים החלטתי לשחרר אותה עכשיו למרות חוסר שלמותה ואולי דווקא בגלל זה אני צריכה את המשתמשים עכשיו שיכוונו יציעו יתלוננו ובעיקר יעופו עליה לראות אם היא אכן מכסה צורך חשוב כמו שאני תופסת אותה אחרי המון ימים ולילות חלומות עליה בלילה וים של עזרה מצוות מעבדת החדשנות של אינטל בהודו העמיתות שלי באירלנד ואמריקה והצוות הישראלי האלוף היום נולדה מערכת היא צפויה להקל את עבודתי ובכך את חיי צפויה לספק מידע מדויק מהיר ובהיר יותר לארגון ומכאן זה גם קצת עליה לשחרר להשתולל לפרוש כנף אני בונה על זה שהיא תהיה מלכת ארץ יצורי הפרא מתרגשת מהמסע שעוד מחכה לנו,Gilly Rapoport,תרבות ארגונית,49,25,,"74",
לינקדאין,Oct-21,https://www.linkedin.com/posts/guy-almog_intel-launches-israeli-developed-advanced-activity-6859203532420087808-QwMm,"An important milestone achieved, this is a true Israeli pride of 1000 Israelis who worked so hard. Kudos to the teams, excited moments ahead of us.",Guy Almog,טכנולוגי,27,,,"27",
לינקדאין,Oct-21,https://www.linkedin.com/posts/guy-almog_iamintel-myintelstory-activity-6859148754428162048-sndw,"Systems Engineering topic #1 - what is “system thinking” ? Systems engineering is an engineering discipline on how to design, integrate, and manage complex systems over their life cycles. At its core, systems engineering utilizes systems thinking principles to organize this body of knowledge. But what is system thinking? One of the roles of the System engineer / architect is to be able to see the “big picture” or the “elephant” in the room. An experienced system architect which thinks “system thinking” - can see it. The picture here demonstrates this very nicely … in most organizations, both startups and corporates, each team (engineering teams, product, marketing) sees only part of the elephant, and not the entire elephant. This narrow approach is the opposite of system thinking and may lead bad requirements definitions and product functionalities. How well your organization implements system thinking? I’m very interested to hear your insights!",Guy Almog,טכנולוגי,16,4,,"20",
לינקדאין,Oct-21,https://www.linkedin.com/posts/guy-almog_intel-alder-lake-mobility-cpu-benchmarks-activity-6858416156856868864-ydeX,Intel new mobile laptop cpu (Alder lake) beats the competition... WOW! Can't wait to get a laptop running it and see it in action...,Guy Almog,טכנולוגי,12,,,"12",
לינקדאין,Oct-21,https://www.linkedin.com/posts/guy-almog_myintelstory-iamintel-intel-activity-6855849871316926464-ajY4,"Intel 12th generation CPU (named AlderLake) is coming soon, and it's going to shake up the eco-system and the competition. Kudos to the Israeli teams who worked so hard on it in the last 2 years !",Guy Almog,טכנולוגי,5,1,,"6",
לינקדאין,Oct-21,https://www.linkedin.com/posts/guy-basteker-9312a817_myintelstory-iamintel-alderlake-activity-6859165387121016832-9Qra,"להיות ישראלי זה קודם כל גאווה. להיות מעבד ישראלי זה גאווה בריבוע(מבחינת הסוקט). 1000 מהנדסות ומהנדסים עמלו קשה כדיי ליצור את המעבד העוצמתי בשם : אלדרלייק. תתרגלו, אלדרלייק נותן בראש בשלל הבנצ'מארק השונים עם מהירות של 5.2 גיגהרץ, WIFI6E וארכיטקטורה עוצרת נשימה מבחינה הנדסית. שמח שלקחתי חלק קטן ביצירת המופת הזאת ואיך אומרים אצלנו ביציע : ""הנה זה מגיע תנו לאלדרלייק להרים לכם את הביצוע"" ( טוב לפחות ניסיתי).",Guy Basteker,טכנולוגי,203,14,,"217",
לינקדאין,Oct-21,https://www.linkedin.com/posts/hadas-preminger-02223612_%D7%94%D7%9C%D7%99%D7%91%D7%94-%D7%94%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%AA-%D7%A9%D7%9C-%D7%9E%D7%A2%D7%91%D7%93-%D7%90%D7%99%D7%A0%D7%98%D7%9C-%D7%94%D7%97%D7%93%D7%A9-activity-6859190252511236096-zBlg,"לפני קצת יותר מ4 שנים הצטרפתי לאינטל, לקבוצת הfe integration של ה soc. עזבו, זה לא משנה מה זה אומר. מה שחשוב לדעת זה שהייתי אחראית על חלק מפרויקט חדש ומבטיח בשם alderlake. בשנתיים שאחרי ביליתי ימים לילות חגים וסופשים בעבודה על הפרויקט המדהים הזה. ADL הפך להיות הבייבי שלי. לימים עברתי תפקיד לקבוצת הcore (פיתוח הליבה של המעבד) אבל תמיד נשארה לי פינה חמה בלב לבייבי הראשון שלי. היום הוא יוצא לאוויר העולם ואני מרשה לעצמי להיות אם גאה. הרבה מהנדסות ומהנדסים נתנו יד, רגל והמון שעות שינה כדי להוציא את המוצר הזה שהוא ללא ספק שדרוג עצום וקפיצה מדהימה עבור אינטל. אז ... ADL- עולם עולם- ADL We've been waiting for you",Hadas Preminger,טכנולוגי,131,6,,"137",
פייסבוק,Oct-21,https://www.facebook.com/hagay.golan/posts/10159690448894222?__cft__[0]=AZW4_jcl_Ppj_C4BauhFJ0ye5RebWpZQzydGTTnjEoSXiEXBc5vzNEiaaZ_3lDlSpGhYI0Su6kohZijhnpmXCbwUrjyV7uzZWRhFU8BmS78lx54xcvVf1l5AOUNDD4sAhihwEqhh1YHwfj65KWLE2zL0&__tn__=%2CO%2CP-R,רוצים לשמוע על הפרויקט שלנו בעבודה ש... הנה גלידותתת!!!!1111 *משלוח גלידות מאינטל*,Hagay Golan,תרבות ארגונית,10,,,"10",
פייסבוק,Oct-21,https://www.facebook.com/hagay.golan/posts/10159657467149222?__cft__[0]=AZXrZA3yMqQLOJ_CvMs1rM-6vxTzdwAJDiqLWzp8VNL90jLBfhl6g-CHIFPppLj0DL_sD5wrLDtwHCTXaGBanneepn8gMqQjvnM-megqCqqa5w9UA1erXc9zvs--P85XrWU&__tn__=%2CO%2CP-R,"בהתחלה חשבתי שיש לי בעיה במצבר. הרכב לא הניע. אבל אחרי שלושה ניסיונות הוא הצליח. עדיין לא הייתי בטוח. אז שאלתי את השכן שלי. הוא ישר הגיע עם ציוד, חיבר ובדק ""זה לא המצבר, זה כנראה קשור לסתימה של צינורית הזנה של הדלק"". אז שמתי תוסף מתוך ציפייה שיפתח את הסתימה. הבעיה לא נפתרה והשכן אמר שכנראה יש בעיה באימובילייזר. אז הלכתי למוסך והכנתי את עצמי לאירוע מתגלגל. המוסכניק פתר לי את הבעיה בפחות מחמש דקות. ""יש לך צ'יפ כניסה לבריכה או משהו דומה בצרור המפתחות?"" ""כן"" ""אז זאת הבעיה, במפתח שלך יש צ'יפ. כשהמפתח בסוויץ' הרכב יזהה אותו ויאפשר הנעה. הצ'יפ השני שיש לך בצרור מבלבל אותו וכשהוא לא מזהה את המפתח אי אפשר להניע"" בלוח השעונים אחת הנורות היא נורת זיהוי המפתח (בתמונה). כשהמפתח בסוויץ' עושים חצי סיבוב והיא אמורה להידלק. זה המצב התקין. כשהצ'יפ השני ליד המפתח הנורה לא נדלקת ואי אפשר להניע. ""כמה אני חייב לך?"" ""כלום"" אז קודם כל אם יש לכם בעיה בהנעה תבדקו את הכיוון הזה. ועכשיו אני עושה סוויץ' ומספר לכם שככה נראה תהליך של דיבאג. יש ללקוח תקלה. הוא מסביר אותה ועכשיו צריך לבדוק. לפעמים יש בעיה אמיתית (מצבר לא תקין לדוגמה) ולפעמים צריך להשתמש אחרת (להוציא צ'יפ נוסף מהצרור). *בשלב הזה ראוי לציין שעדיין אפשר לבוא ליצרן בטענה שחיישן זיהוי המפתח רגיש מדי אבל קיבלתי כרגע תיקון שעובד ואני לא הולך להיות קטנוני. אז מגיע פה גם פרגון ""יצאת צדיק"" למוסך של אליקו בבנימינה - שאפו!!! וגם יצאתם מפה עם ידע שאולי יעזור לכם. וגם יש מצב שאתם מבינים מה אני עושה בתפקיד החדש (טוב, כבר לא כזה חדש...) בעבודה. סעו לשלום, המפתחות בפנים!",Hagay Golan,טכנולוגי,61,6,1,"68",
לינקדאין,Oct-21,https://www.linkedin.com/posts/hagay-golan-2b96b153_iamintel-myintelstory-activity-6858783024985845761-zpHm,רוצים לשמוע על הפרויקט שלנו בעבודה ש... הנה גלידותתת!!!!1111 *משלוח גלידות מאינטל*,Hagay Golan,תרבות ארגונית,41,2,,"43",
לינקדאין,Oct-21,https://www.linkedin.com/posts/hagay-golan-2b96b153_iamintel-myintelstory-activity-6851905619469844480-n2Wd,"בהתחלה חשבתי שיש לי בעיה במצבר. הרכב לא הניע. אבל אחרי שלושה ניסיונות הוא הצליח. עדיין לא הייתי בטוח. אז שאלתי את השכן שלי. הוא ישר הגיע עם ציוד, חיבר ובדק ""זה לא המצבר, זה כנראה קשור לסתימה של צינורית הזנה של הדלק"". אז שמתי תוסף מתוך ציפייה שיפתח את הסתימה. הבעיה לא נפתרה והשכן אמר שכנראה יש בעיה באימובילייזר. אז הלכתי למוסך והכנתי את עצמי לאירוע מתגלגל. המוסכניק פתר לי את הבעיה בפחות מחמש דקות. ""יש לך צ'יפ כניסה לבריכה או משהו דומה בצרור המפתחות?"" ""כן"" ""אז זאת הבעיה, במפתח שלך יש צ'יפ. כשהמפתח בסוויץ' הרכב יזהה אותו ויאפשר הנעה. הצ'יפ השני שיש לך בצרור מבלבל אותו וכשהוא לא מזהה את המפתח אי אפשר להניע"" בלוח השעונים אחת הנורות היא נורת זיהוי המפתח (בתמונה). כשהמפתח בסוויץ' עושים חצי סיבוב והיא אמורה להידלק. זה המצב התקין. כשהצ'יפ השני ליד המפתח הנורה לא נדלקת ואי אפשר להניע. ""כמה אני חייב לך?"" ""כלום"" אז קודם כל אם יש לכם בעיה בהנעה תבדקו את הכיוון הזה. ועכשיו אני עושה סוויץ' ומספר לכם שככה נראה תהליך של דיבאג. יש ללקוח תקלה. הוא מסביר אותה ועכשיו צריך לבדוק. לפעמים יש בעיה אמיתית (מצבר לא תקין לדוגמה) ולפעמים צריך להשתמש אחרת (להוציא צ'יפ נוסף מהצרור). *בשלב הזה ראוי לציין שעדיין אפשר לבוא ליצרן בטענה שחיישן זיהוי המפתח רגיש מדי אבל קיבלתי כרגע תיקון שעובד ואני לא הולך להיות קטנוני. אז מגיע פה גם פרגון ""יצאת צדיק"" למוסך של אליקו בבנימינה - שאפו!!! וגם יצאתם מפה עם ידע שאולי יעזור לכם. וגם יש מצב שאתם מבינים מה אני עושה בתפקיד החדש (טוב, כבר לא כזה חדש...) בעבודה. סעו לשלום, המפתחות בפנים!",Hagay Golan,טכנולוגי,23,5,,"28",
לינקדאין,Oct-21,https://www.linkedin.com/posts/haim-fisher-6632851b4_myintelstory-activity-6861942612685807616-74eg,"תגידו שלום לאלדר לייק- המעבד החדש, התשובה של אינטל לתחרות. כן, שלום בעברית! אלדר לייק הוא פיתוח כחול-לבן, היו מעורבים בו למעלה מ-1000 מהנדסים ישראלים!!! ואני אחד מאלף- גם לי יש חלק ואני גאה בו מאוד! באחריותי מעין ""צינור"" מאובטח שאחראי על העברת מידע ממערכת ההפעלה אל מנועי האבטחה של אינטל ובחזרה. אז בפעם הבאה שאתם מדליקים את המחשב תגידו היי. הקוד שלי רץ שם בשבילכם...",Haim Fisher,טכנולוגי,365,27,,"392",
